title,description,time,what,when,who,provinsi,kabupaten / kota,kecamatan,mati,luka,kerugianBarang,kerugianUang,pemerkosaan
Nenek di Pamekasan Tewas Dirampok Saat Pulang dari Rumah Majikan,"\-

Seorang nenek bernama Sura (62) warga Dusun Biris Daya, Desa Tambung,
Pademawu, Pamekasan ditemukan tewas di dekat tumpukan kayu dekat rumahnya.
Nenek ini diduga tewas menjadi korban perampokan.

Nenek Sura ditemukan warga di dekat tumpukan kayu di dekat rumahnya. Nenek
Sura ditemukan dengan luka di pelipis kanan dan terdapat benjolan di belakang
kepala.

Kabag Humas Polres Pamekasan Nining Diyah mengatakan kejadian pencurian dengan
kekerasan itu diduga terjadi Jumat pagi pukul 04.15 WIB.

Saat itu korban hendak pulang dari rumah Juhairiyah majikannya yang juga masih
tetangganya. Nenek Sura perjalanan pulang dengan berjalan kaki. Setibanya di
tempat pemotongan kayu, korban dirampok orang tidak dikenal. Perhiasan emas
yang dikenakan korban raib dirampas pelaku.

""Awalnya diketahui saksi bernama Amam tetangganya yang mendengar teriakan.
Saat dilihat dari jendela rumahnya rupanya korban sudah tergeletak di sela-
sela tumpukan kayu,"" kata Nining kepada , Jumat (15/07/22)

Nenek Sura sempat digotong ke ke sebuah gardu yang tidak jauh dari TKP.
Awalnya korban tidak sadarkan diri. Tapi berselang beberapa menit Nenek Sura
akhirnya meninggal.

Dalam kesehariannya Nenek Sura memang kerap mengenakan perhiasan emas. Saat
kejadian itu ia memakai kalung dan 3 buah cincin emas.

Perhiasan itu dirampok secara paksa dengan kekerasan. Bibir korban pecah-pecah
diduga dipukuli pelaku. Polisi menaksir nilai perhiasan milik korban yang
dirampok mencapai Rp 10 juta rupiah.

  
  
  
[Gambas:Video 20detik]  

__ 0 komentar

BAGIKAN  __ __ __ __ __ URL telah disalin

Berita Terkait

###  Kakek di Lamongan yang Perkosa Anak Yatim Piatu hingga Hamil Jadi
Tersangka

###  Akhir Kasus Kopda Muslimin Usai Coba Bunuh Istri Kini Ditemukan Tewas

###  Tetangga Lihat Kopda Muslimin Datang ke Rumah Ortu Sebelum Ditemukan
Tewas

###  Kapolda Ungkap Kopda Muslimin Sempat Dinasihati Ortu agar Menyerahkan
Diri

###  Warga Ngluruk Balai Desa di Lamongan gegara Sengketa Tanah

###  Pendakian Gunung Raung Ditutup Imbas Letusan

###  Resmi, Vaksin COVID-19 Booster Kedua Dimulai Jumat 29 Juli 2022

###  Mardani Maming Menyerahkan Diri, Heran Namanya Masuk DPO KPK

Berita detikcom Lainnya

![Terpopuler: Kutang dan Celana Dalam Berserakan-Sentilan Citayam Fashion
Week](https://akcdn.detik.net.id/community/media/visual/2021/10/25/sampah-
celana-dalam-di-gunung-sanggabuana-sering-ditemukan-saat-
maulid_169.jpeg?w=200&q=90)

detikTravel

Terpopuler: Kutang dan Celana Dalam Berserakan-Sentilan Citayam Fashion Week

![Keren! Bento Ini Berisi Alat Panggang Mini untuk Masak
Yakiniku](https://akcdn.detik.net.id/community/media/visual/2022/07/27/keren-
bento-ini-berisi-alat-panggang-mini-untuk-masak-
yakiniku-3_169.jpeg?w=200&q=90)

detikFood

Keren! Bento Ini Berisi Alat Panggang Mini untuk Masak Yakiniku

![F1 2022: Ferrari Pede Menang di 10 Balapan
Terakhir](https://akcdn.detik.net.id/community/media/visual/2022/07/27/charles-
leclerc_169.jpeg?w=200&q=90)

detikSport

F1 2022: Ferrari Pede Menang di 10 Balapan Terakhir

![Mantapnya Manchester City: Cuan Rp 4,6 T di Pertengahan
2022](https://akcdn.detik.net.id/community/media/visual/2022/07/28/pep-
guardiola_169.jpeg?w=200&q=90)

Sepakbola

Mantapnya Manchester City: Cuan Rp 4,6 T di Pertengahan 2022

![Kopda Muslimin Minta Maaf ke Ortu Sambil Muntah-
muntah](https://akcdn.detik.net.id/community/media/visual/2022/07/28/proses-
evakuasi-jasad-kopda-muslimin-di-kendal-kamis-2872022_169.jpeg?w=200&q=90)

detikNews

Kopda Muslimin Minta Maaf ke Ortu Sambil Muntah-muntah

![Kacau! Pemda Banyak Ngusulin Program Doang, tapi Nggak
Penting](https://akcdn.detik.net.id/community/media/visual/2018/11/29/756148d4-33d6-43a3-bf9e-062ce16a79a9_169.jpeg?w=200&q=90)

detikFinance

Kacau! Pemda Banyak Ngusulin Program Doang, tapi Nggak Penting

![PNS Boleh Kredit Mobil Listrik Nissan Leaf 7 Tahun, Segini
Cicilannya](https://akcdn.detik.net.id/community/media/visual/2021/08/26/nissan-
leaf-19_169.jpeg?w=200&q=90)

detikOto

PNS Boleh Kredit Mobil Listrik Nissan Leaf 7 Tahun, Segini Cicilannya

![Dita Karang Secret Number Berkebaya Merah Sambut Jokowi di
Seoul](https://akcdn.detik.net.id/community/media/visual/2022/07/28/dita-
karang-secret-number-7_169.jpeg?w=200&q=90)

detikHot

Dita Karang 'Secret Number' Berkebaya Merah Sambut Jokowi di Seoul

![Logo detikcom](https://cdn.detik.net.id/detikcom/images/logo-detik.png)

part of ![img-
alt](https://cdn.detik.net.id/assets/images/logo_detiknetwork.png?v=202207281510)

Connect With Us

__ __ __ __ __

Copyright @ 2022 detikcom.  
All right reserved

Kategori

   News 
   Edukasi 
   Finance 
   Teknologi 
   Entertaiment 
   Sport 
   Sepakbola 
   Otomotif 
   Travel 
   Food 
   Health 
   Wolipop 
   DetikX 
   20Detik 
   Foto 

Layanan

   berbuatbaik.id 
   Pasang Mata 
   Adsmart 
   Forum 
   detikEvent 
   Trans Snow World 
   Trans Studio 

Informasi

   Redaksi 
   Pedoman Media Siber 
   Karir 
   Kotak Pos 
   Media Partner 
   Info Iklan 
   Privacy Policy 
   Disclaimer 

Jaringan Media

   CNN Indonesia 
   CNBC Indonesia 
   Haibunda 
   Insertlive 
   Beautynesia 
   Female Daily 
   CXO Media 

![](https://pubads.g.doubleclick.net/activity;dc_iu=/4905536/DFPAudiencePixel;ord=1;dc_seg=1010791389;gen=Male?)
![](https://pubads.g.doubleclick.net/activity;dc_iu=/4905536/DFPAudiencePixel;ord=1;dc_seg=1009875724;gen=Female?)
![](https://b.scorecardresearch.com/p?c1=2&c2=8443234&cv=2.0&cj=1)

 ","Jumat, 15 Jul 2022 15:37 WIB","['pelaku', 'korban', 'rumah', 'warga', '1', 'kekerasan', 'utang', 'kalung', 'perampokan', 'dirampas', 'pencurian', 'gang', 'ormas', 'perampok']",15/07/2022,"['sura', 'jokowi']",jawa timur,lamongan,-,1,1,1,0,0
Geger Penemuan Kerangka Manusia dalam Posisi Duduk di Cileunyi,"\-

Penemuan kerangka manusia di sebuah rumah membuat geger warga Cileunyi, Jawa
Barat. Polisi telah melakukan oleh TKP terkait penemuan mayat yang sudah
tinggal tulang-belulang itu.

""Jadi setelah ada laporan dari pak RW, dan dari keterangan dari adik dan
kakaknya maupun anaknya, bahwa dari hasil olah TKP Polresta Bandung telah
ditemukan itu kerangka mayat dengan posisi duduk,"" ujar Kapolsek Cileunyi
Kompol Suharto, seperti dikutip dari detikJabar, Rabu (6/7/2022).

Suharto mengatakan tak ada tanda-tanda jenazah maupun TKP bekas lokasi tindak
pidana perampokan atau pencurian. Dia menambahkan bahwa barang-barang yang ada
di TKP masih utuh.

ADVERTISEMENT

SCROLL TO RESUME CONTENT

""Tidak ada, karena di TKP itu, posisinya masih duduk di sebelah keyboard dan
menghadap monitor Komputer. Sepeda motor pun masih ada di situ juga, barang-
barangnya juga utuh cuman kondisinya kotor aja,"" katanya.

Suharto mengatakan fakta diperkuat dengan pakaian yang ada di TKP. Suharto
menyebut pakaian yang digunakan korban pun masih utuh.

""Kondisi itu dibuktikan dengan posisi pakaian, mulai dari kaos sampai dengan
celana, dan di bawahnya itu tulang-tulang dari mayat tersebut. Itu kondisi
daripada posisi utuh,"" katanya.

Simak berita lengkapnya di sini.

[Gambas:Video 20detik]

  
  

__ 0 komentar

BAGIKAN  __ __ __ __ __ URL telah disalin

Berita Terkait

###  Mayat Dililit Lakban di Kali Indramayu Ternyata Sopir Taksi Online

###  Heboh Video Mesum Oknum Guru SD di Ciamis, Pemeran Pria Diduga Kabur

###  Ridwan Kamil Jawab Sindiran Numpang Populer soal Citayam Fashion Week

###  Keluarga-Terduga Pelaku Bully Setubuhi Kucing di Tasik Sempat Damai

###  Warga Nogosari Boyolali Ditemukan Tewas di Sungai Cemoro

###  Mengintip Dapur Produksi Keripik Singkong Sari Asih di Cileunyi

###  Mayat Terlilit Lakban di Indramayu Sopir Taksi Online Asal Wonogiri

###  Mayat Pria Penuh Luka-Terlilit Lakban Ditemukan di Kali Panaran Indramayu

Berita detikcom Lainnya

![FB dan IG Jadi Mirip TikTok Bikin Zuckerberg Terlihat Plin-
plan](https://akcdn.detik.net.id/community/media/visual/2021/10/29/meta-
facebook_169.jpeg?w=200&q=90)

detikInet

FB dan IG Jadi Mirip TikTok Bikin Zuckerberg Terlihat Plin-plan

![Antisipasi COVID-19, Panpel Bagi Penginapan Atlet Berdasarkan
Cabor](https://akcdn.detik.net.id/community/media/visual/2022/07/27/logo-
asean-para-games-2022_169.jpeg?w=200&q=90)

detikSport

Antisipasi COVID-19, Panpel Bagi Penginapan Atlet Berdasarkan Cabor

![Anak Magang di Kantor Microsoft Pamer Camilan Gratis ala
Minimarket](https://akcdn.detik.net.id/community/media/visual/2022/07/27/magang-
microsoft-pamer-camilan_169.jpeg?w=200&q=90)

detikFood

Anak Magang di Kantor Microsoft Pamer Camilan Gratis ala Minimarket

![Cerita di Balik Rumah Anti Sombong yang Viral Bikin Melongo Dikira
Editan](https://akcdn.detik.net.id/community/media/visual/2022/07/26/foto-
rumah-viral-di-media-sosial-bikin-kagum_169.png?w=200&q=90)

Wolipop

Cerita di Balik Rumah Anti Sombong yang Viral Bikin Melongo Dikira Editan

![Situasi Ronaldo Makin Rumit: Jadi Cadangan di Laga Uji Coba
MU](https://akcdn.detik.net.id/community/media/visual/2022/04/19/cristiano-
ronaldo-1_169.jpeg?w=200&q=90)

Sepakbola

Situasi Ronaldo Makin Rumit: Jadi Cadangan di Laga Uji Coba MU

![Mengenal Empty Sella Syndrome, Kondisi yang Diidap Ruben
Onsu](https://akcdn.detik.net.id/community/media/visual/2022/06/05/ruben-
onsu_169.jpeg?w=200&q=90)

detikHealth

Mengenal Empty Sella Syndrome, Kondisi yang Diidap Ruben Onsu

![Surya Tjandra Dukung Anies Maju Capres 2024, PSI Bilang
Begini](https://akcdn.detik.net.id/community/media/visual/2019/10/30/63dc804e-953b-4364-86aa-a4e34e5b1be2_169.png?w=200&q=90)

detikNews

Surya Tjandra Dukung Anies Maju Capres 2024, PSI Bilang Begini

![Nggak Sangka! China Si Tukang Kredit Juga Punya Utang
Segunung](https://akcdn.detik.net.id/community/media/visual/2022/01/07/apakah-
china-membebani-negara-negara-miskin-dengan-utang-yang-sulit-
dibayar_169.jpeg?w=200&q=90)

detikFinance

Nggak Sangka! China Si Tukang Kredit Juga Punya Utang 'Segunung'

ADVERTISEMENT

ADVERTISEMENT

ADVERTISEMENT

ADVERTISEMENT

![Logo detikcom](https://cdn.detik.net.id/detikcom/images/logo-detik.png)

part of ![img-
alt](https://cdn.detik.net.id/assets/images/logo_detiknetwork.png?v=202207281510)

Connect With Us

__ __ __ __ __

Copyright @ 2022 detikcom.  
All right reserved

Kategori

   News 
   Edukasi 
   Finance 
   Teknologi 
   Entertaiment 
   Sport 
   Sepakbola 
   Otomotif 
   Travel 
   Food 
   Health 
   Wolipop 
   DetikX 
   20Detik 
   Foto 

Layanan

   berbuatbaik.id 
   Pasang Mata 
   Adsmart 
   Forum 
   detikEvent 
   Trans Snow World 
   Trans Studio 

Informasi

   Redaksi 
   Pedoman Media Siber 
   Karir 
   Kotak Pos 
   Media Partner 
   Info Iklan 
   Privacy Policy 
   Disclaimer 

Jaringan Media

   CNN Indonesia 
   CNBC Indonesia 
   Haibunda 
   Insertlive 
   Beautynesia 
   Female Daily 
   CXO Media 

Advertisement

CLOSE

![](https://pubads.g.doubleclick.net/activity;dc_iu=/4905536/DFPAudiencePixel;ord=1;dc_seg=1010791389;gen=Male?)
![](https://pubads.g.doubleclick.net/activity;dc_iu=/4905536/DFPAudiencePixel;ord=1;dc_seg=1009875724;gen=Female?)
![](https://b.scorecardresearch.com/p?c1=2&c2=8443234&cv=2.0&cj=1)

 ","Rabu, 06 Jul 2022 05:23 WIB","['korban', 'rumah', 'keterangan', 'anak', 'warga', '1', 'pidana', 'kagum', 'utang', 'perampokan', 'pencurian', 'gang', 'ormas', 'perampok', 'mayat']",06/07/2022,['anies'],jawa barat,bandung,cileunyi,1,0,1,0,0
"Keroyok dan Rampok Korban, 7 Anggota Geng Motor di Banyuwangi Diringkus","\-

Tujuh tersangka anggota geng motor pelaku pengeroyokan dan perampokan di
Banyuwangi digulung. Ironisnya pelaku rata-rata masih di bawah umur.

Para tersangka diketahui melakukan pengeroyokan sekaligus perampokan di Jalan
Raya Desa Benculuk, Kecamatan Cluring, Banyuwangi. Peristiwa itu terjadi pada
pada Senin, 27 Juni 2022 dini hari.

Kapolresta Banyuwangi Kombes Deddy Foury Millewa mengatakan, total pelaku ada
tindak pidana itu berjumlah 11 orang. Saat ini pihaknya masih memburu 4 orang
lainnya.

""Jadi total ada 11 orang tersangka. Dalam hal ini sudah kami amankan 7 orang.
DPO masih 4 orang,"" Deddy Senin, (11/7/2022).  
  
Deddy menjelaskan, dari 7 tersangka yang sudah tertangkap, 4 di antaranya
masih berstatus di bawah umur atau anak-anak. Sedangkan 3 orang lainnya yakni
orang dewasa. 6 tersangka sudah lebih dulu ditangkap beberapa hari setelah
peristiwa ini terjadi.

Mereka, lanjut Deddy, terindikasi kuat sebagai geng motor yang terorganisir.
Modus yang mereka jalankan adalah melakukan kekerasan dan perampokan di jalan.
Dia berjanji empat pelaku yang masih buron segera ditangkap dan akan segera
dirilis.

""Insyaallah dalam waktu dekat akan kita rilis lagi,"" janjinya.

Para tersangka dijerat dengan Pasal 170 KUHP tentang pengeroyokan dan atau
pasal 365 KUHP tentang pencurian yang disertai dengan kekerasan. Karena ada
tersangka yang masih berstatus anak-anak maka akan diadili sesuai aturan yang
ada.

""Untuk penanganan tersangka yang masih anak-anak, akan diterapkan Sistem
Peradilan Pidana Anak,"" tandas Deddy.

  
  
  
[Gambas:Video 20detik]  

__ 0 komentar

BAGIKAN  __ __ __ __ __ URL telah disalin

Berita Terkait

###  Kakek di Lamongan yang Perkosa Anak Yatim Piatu hingga Hamil Jadi
Tersangka

###  Akhir Kasus Kopda Muslimin Usai Coba Bunuh Istri Kini Ditemukan Tewas

###  Tetangga Lihat Kopda Muslimin Datang ke Rumah Ortu Sebelum Ditemukan
Tewas

###  Kapolda Ungkap Kopda Muslimin Sempat Dinasihati Ortu agar Menyerahkan
Diri

###  Warga Ngluruk Balai Desa di Lamongan gegara Sengketa Tanah

###  Pendakian Gunung Raung Ditutup Imbas Letusan

###  Resmi, Vaksin COVID-19 Booster Kedua Dimulai Jumat 29 Juli 2022

###  Mardani Maming Menyerahkan Diri, Heran Namanya Masuk DPO KPK

Berita detikcom Lainnya

![50 Kata-kata Penyemangat Hidup Sebagai Motivasi Saat Mental sedang
Down](https://akcdn.detik.net.id/community/media/visual/2022/07/28/kata-kata-
penyemangat-hidup-1_169.jpeg?w=200&q=90)

Wolipop

50 Kata-kata Penyemangat Hidup Sebagai Motivasi Saat Mental sedang Down

![Ini Tampilan Kompor Gas Tahun 1950an, Fiturnya Lengkap dan
Canggih](https://akcdn.detik.net.id/community/media/visual/2022/07/28/iklan-
kompor-gas-jadul-3_169.webp?w=200&q=90)

detikFood

Ini Tampilan Kompor Gas Tahun 1950an, Fiturnya Lengkap dan Canggih

![Grand Inna Bali Beach Rugi Miliaran, 381 Karyawan Terkena
PHK](https://akcdn.detik.net.id/community/media/visual/2022/04/28/pantai-
hotel-grand-inna-bali-beach-sanur_169.jpeg?w=200&q=90)

detikTravel

Grand Inna Bali Beach Rugi Miliaran, 381 Karyawan Terkena PHK

![Nggak Sangka! China Si Tukang Kredit Juga Punya Utang
Segunung](https://akcdn.detik.net.id/community/media/visual/2022/01/07/apakah-
china-membebani-negara-negara-miskin-dengan-utang-yang-sulit-
dibayar_169.jpeg?w=200&q=90)

detikFinance

Nggak Sangka! China Si Tukang Kredit Juga Punya Utang 'Segunung'

![Segini Harga Mobil Mewah yang Ditumpangi Jokowi di Jepang dan
Korea](https://akcdn.detik.net.id/community/media/visual/2022/07/28/mobil-
mewah-mercedes-maybach-s-600-guard-jokowi-di-korea-1_169.png?w=200&q=90)

detikOto

Segini Harga Mobil Mewah yang Ditumpangi Jokowi di Jepang dan Korea

![Booster Kedua Vaksin COVID-19 Dimulai Besok, Berapa Lama dari Booster
Pertama?](https://akcdn.detik.net.id/community/media/visual/2021/06/08/gencar-
vaksinasi-massal-giliran-odgj-di-tangerang-divaksin-
corona-6_169.jpeg?w=200&q=90)

detikHealth

Booster Kedua Vaksin COVID-19 Dimulai Besok, Berapa Lama dari Booster Pertama?

![Jawaban Baim Wong soal Nasib Rp 500 Juta untuk Citayam Fashion
Week](https://akcdn.detik.net.id/community/media/visual/2022/07/28/baim-
wong_169.jpeg?w=200&q=90)

detikHot

Jawaban Baim Wong soal Nasib Rp 500 Juta untuk Citayam Fashion Week

![Mantapnya Manchester City: Cuan Rp 4,6 T di Pertengahan
2022](https://akcdn.detik.net.id/community/media/visual/2022/07/28/pep-
guardiola_169.jpeg?w=200&q=90)

Sepakbola

Mantapnya Manchester City: Cuan Rp 4,6 T di Pertengahan 2022

![Logo detikcom](https://cdn.detik.net.id/detikcom/images/logo-detik.png)

part of ![img-
alt](https://cdn.detik.net.id/assets/images/logo_detiknetwork.png?v=202207281510)

Connect With Us

__ __ __ __ __

Copyright @ 2022 detikcom.  
All right reserved

Kategori

   News 
   Edukasi 
   Finance 
   Teknologi 
   Entertaiment 
   Sport 
   Sepakbola 
   Otomotif 
   Travel 
   Food 
   Health 
   Wolipop 
   DetikX 
   20Detik 
   Foto 

Layanan

   berbuatbaik.id 
   Pasang Mata 
   Adsmart 
   Forum 
   detikEvent 
   Trans Snow World 
   Trans Studio 

Informasi

   Redaksi 
   Pedoman Media Siber 
   Karir 
   Kotak Pos 
   Media Partner 
   Info Iklan 
   Privacy Policy 
   Disclaimer 

Jaringan Media

   CNN Indonesia 
   CNBC Indonesia 
   Haibunda 
   Insertlive 
   Beautynesia 
   Female Daily 
   CXO Media 

![](https://pubads.g.doubleclick.net/activity;dc_iu=/4905536/DFPAudiencePixel;ord=1;dc_seg=1010791389;gen=Male?)
![](https://pubads.g.doubleclick.net/activity;dc_iu=/4905536/DFPAudiencePixel;ord=1;dc_seg=1009875724;gen=Female?)
![](https://b.scorecardresearch.com/p?c1=2&c2=8443234&cv=2.0&cj=1)

 ","Senin, 11 Jul 2022 23:30 WIB","['pelaku', 'tersangka', 'mobil', 'kali', 'anak', 'polres', '1', 'pidana', 'kekerasan', 'utang', 'polresta', 'perampokan', 'pengeroyokan', 'pencurian', 'dijerat', 'ormas', 'perampok']",11/7/2022,"['deddy', 'jokowi', 'pertama?](https://akcdn.detik.net.id']",jawa timur,banyuwangi,-,0,0,7,0,0
"Gagalkan Aksi Perampokan di SMA Bogor, Satpam Luka Bacok","\-

Video sisa-sisa penggagalan pencurian di SMAN 1 Sukamakmur, Kabupaten Bogor,
viral di medsos. Pencurian tersebut disebut digagalkan oleh personel satpam
sekolah.

Dalam video yang dilihat , Jumat (1/7/2022), terlihat bercak darah di lantai
gedung sekolah. Korban disebut terluka kena bacokan karena menggagalkan
perampokan.

Kasi Humas Polres Bogor AKP Ita Puspita membenarkan peristiwa itu.
Diperkirakan peristiwa itu terjadi pada Kamis (30/6) malam.

ADVERTISEMENT

SCROLL TO RESUME CONTENT

""Iya (benar kejadiannya), semalam kayaknya. Laporan sedang dibuat,"" kata Ita
saat dihubungi, Jumat (1/7/2022).

Ita menyebut peristiwa itu bukan perampokan karena aksinya keburu digagalkan
oleh satpam.

""Itu bukan perampokan, tapi percobaan pencurian. Belum ada yang dicuri,""
jelasnya.

Terkait jumlah pelaku percobaan pencurian, Ita mengatakan polisi masih
menyelidiki, termasuk bagaimana kronologi peristiwa itu.

Kepala SMAN 1 Sukamakmur Sofyantara membenarkan adanya perampokan tersebut.
Seorang satpamnya terluka saat mencegah perampokan tersebut.

""Kejadiannya benar, Pak, satu satpam disekap, tangan dan kakinya diikat, terus
mulutnya dilakban. Satu satpam kena luka bacok. Ada lima bacokan di tangan
kanan dan kiri,"" kata Sofyatara dihubungi Jumat (1/7/2022).

Sofyantara mengatakan tidak ada barang yang hilang akibat perampokan tersebut
karena keburu digagalkan oleh korban.

""Kalau barang-barang nggak ada yang hilang, Pak, karena keburu ketahuan warga,
ya. Cuma itu ada korban dua, yang satu disekap, yang satu lagi kena bacok,""
tambahnya.

[Gambas:Video 20detik]

__ 0 komentar

BAGIKAN  __ __ __ __ __ URL telah disalin

Berita Terkait

###  Tampang Pemilik Akun @rakyatjelata_98 Tersangka Penyebar Video Hoax

###  DLH Jakpus: Kendaraan Tak Lulus Uji Emisi Akan Bayar Parkir 2 Kali Lipat

###  Pemilik Akun @rakyatjelata_98 Ditangkap gegara Posting Video Hoax

###  Truk Sampah Tabrak Motor di Cililitan Jaktim, 1 Orang Disebut Kritis

###  Dua Pelaku Begal di Sumsel Ditangkap, 1 Pelaku Ditembak

###  2 Kali Masuk Penjara, Pria Wonosobo Ini Tidak Kapok Curi Motor Lagi

###  Video Heboh Truk Angkut Pesawat di Bogor

###  Heboh Truk Angkut Pesawat Picu Kemacetan di Bogor

Berita detikcom Lainnya

![Antisipasi COVID-19, Panpel Bagi Penginapan Atlet Berdasarkan
Cabor](https://akcdn.detik.net.id/community/media/visual/2022/07/27/logo-
asean-para-games-2022_169.jpeg?w=200&q=90)

detikSport

Antisipasi COVID-19, Panpel Bagi Penginapan Atlet Berdasarkan Cabor

![Cinta Laura Dipuji, Gisel-Jessica Iskandar Dihujat di Citayam Fashion
Week](https://akcdn.detik.net.id/community/media/visual/2022/07/27/jessica-
iskandar-4_169.png?w=200&q=90)

detikHot

Cinta Laura Dipuji, Gisel-Jessica Iskandar Dihujat di Citayam Fashion Week

![Nggak Sangka! China Si Tukang Kredit Juga Punya Utang
Segunung](https://akcdn.detik.net.id/community/media/visual/2022/01/07/apakah-
china-membebani-negara-negara-miskin-dengan-utang-yang-sulit-
dibayar_169.jpeg?w=200&q=90)

detikFinance

Nggak Sangka! China Si Tukang Kredit Juga Punya Utang 'Segunung'

![Dulu Sangat Populer, Kini Alpukat Malah Tidak Laku di
Australia](https://akcdn.detik.net.id/community/media/visual/2020/07/14/manfaat-
makan-alpukat-tiap-hari-3_169.jpeg?w=200&q=90)

detikFood

Dulu Sangat Populer, Kini Alpukat Malah Tidak Laku di Australia

![Terpopuler: Kutang dan Celana Dalam Berserakan-Sentilan Citayam Fashion
Week](https://akcdn.detik.net.id/community/media/visual/2021/10/25/sampah-
celana-dalam-di-gunung-sanggabuana-sering-ditemukan-saat-
maulid_169.jpeg?w=200&q=90)

detikTravel

Terpopuler: Kutang dan Celana Dalam Berserakan-Sentilan Citayam Fashion Week

![Murmer! SUV Wuling Asta Hybrid Bakal Dijual Rp 190
Jutaan](https://akcdn.detik.net.id/community/media/visual/2021/09/20/wuling-
asta-1_169.jpeg?w=200&q=90)

detikOto

Murmer! SUV Wuling Asta Hybrid Bakal Dijual Rp 190 Jutaan

![Mengenal Empty Sella Syndrome, Kondisi yang Diidap Ruben
Onsu](https://akcdn.detik.net.id/community/media/visual/2022/06/05/ruben-
onsu_169.jpeg?w=200&q=90)

detikHealth

Mengenal Empty Sella Syndrome, Kondisi yang Diidap Ruben Onsu

![3 Game Gratis PS Plus, Suguhkan Yakuza: Like a
Dragon](https://akcdn.detik.net.id/community/media/visual/2022/07/28/3-game-
gratis-ps-plus-suguhkan-yakuza-like-a-dragon_169.webp?w=200&q=90)

detikInet

3 Game Gratis PS Plus, Suguhkan Yakuza: Like a Dragon

ADVERTISEMENT

ADVERTISEMENT

ADVERTISEMENT

ADVERTISEMENT

![Logo detikcom](https://cdn.detik.net.id/detikcom/images/logo-detik.png)

part of ![img-
alt](https://cdn.detik.net.id/assets/images/logo_detiknetwork.png?v=202207281510)

Connect With Us

__ __ __ __ __

Copyright @ 2022 detikcom.  
All right reserved

Kategori

   News 
   Edukasi 
   Finance 
   Teknologi 
   Entertaiment 
   Sport 
   Sepakbola 
   Otomotif 
   Travel 
   Food 
   Health 
   Wolipop 
   DetikX 
   20Detik 
   Foto 

Layanan

   berbuatbaik.id 
   Pasang Mata 
   Adsmart 
   Forum 
   detikEvent 
   Trans Snow World 
   Trans Studio 

Informasi

   Redaksi 
   Pedoman Media Siber 
   Karir 
   Kotak Pos 
   Media Partner 
   Info Iklan 
   Privacy Policy 
   Disclaimer 

Jaringan Media

   CNN Indonesia 
   CNBC Indonesia 
   Haibunda 
   Insertlive 
   Beautynesia 
   Female Daily 
   CXO Media 

Advertisement

CLOSE

![](https://pubads.g.doubleclick.net/activity;dc_iu=/4905536/DFPAudiencePixel;ord=1;dc_seg=1010791389;gen=Male?)
![](https://pubads.g.doubleclick.net/activity;dc_iu=/4905536/DFPAudiencePixel;ord=1;dc_seg=1009875724;gen=Female?)
![](https://b.scorecardresearch.com/p?c1=2&c2=8443234&cv=2.0&cj=1)

 ","Jumat, 01 Jul 2022 16:56 WIB","['pelaku', 'polisi', 'korban', 'warga', '1', 'dihubungi', 'utang', 'perampokan', 'pencurian', 'cegah', 'ormas', 'perampok']",30/06/2022,"['ita puspita', 'ita']",jawa barat,bogor,-,0,1,1,0,0
