title,date,description,source
PM Jepang Terkejut soal Tragedi Halloween di Itaewon: Saya Sangat Sedih,"Minggu, 30 Okt 2022 18:33 WIB","\-

Perdana Menteri Jepang Fumio Kishida menyampaikan duka citanya atas tragedi
maut di Distrik Itaewon, Seoul, Korea Selatan. Dia mengaku sangat terkejut dan
sedih.

""Saya sangat terkejut dan sangat sedih dengan kecelakaan yang sangat tragis di
Itaewon, Seoul, yang merenggut banyak nyawa berharga, termasuk orang-orang
muda dengan masa depan mereka di depan mereka,"" tulis Kishida dalam cuitannya
seperti dilansir _AFP_ , Minggu (30/10/2022).

ADVERTISEMENT

SCROLL TO RESUME CONTENT

Hal serupa juga disampaikan oleh Presiden Amerika Serikat (AS) Joe Biden. Dia
mengaku kehilangan atas tragedi ini.

""Jill dan saya menyampaikan belasungkawa terdalam kami kepada keluarga yang
kehilangan orang yang dicintai di Seoul,"" tulis Presiden AS Joe Biden dalam
pernyataannya, seperti dilansir CNN.

""Kami berduka dengan rakyat Republik Korea dan mengirimkan harapan terbaik
kami untuk pemulihan yang cepat kepada semua orang yang terluka,"" ungkapnya.

Sementara itu, Penasihat Keamanan Nasional Gedung Putih Jake Sullivan
menyatakan Pemerintah Amerika Serikat siap memberi Korea Selatan dukungan apa
pun yang dibutuhkannya.

Sementara itu, Perdana Menteri Inggris Rishi Sunak juga menyatakan dukanya.

""Semua pikiran kami bersama mereka dan semua warga Korea Selatan pada saat
yang sangat menyedihkan ini,"" ujarnya.

Presiden Prancis Emmanuel Macron juga menyampaikan dukacitanya. Dia mengatakan
'Prancis ada di sisi Anda'.

Akibat tragedi maut ini, Presiden Korea Selatan Yoon Suk Yeol mengadakan
pertemuan darurat pada dini hari Minggu (30/10) waktu setempat. Presiden
mengeluarkan pengumuman masa berkabung nasional sampai batas waktu yang tidak
ditentukan. Sejauh ini ada 153 orang yang tewas.

 ",www.detik.com
Konon Ini yang Terjadi Jika Nekat Dengar Nyanyian Sinden di Singomodo Sragen,"Minggu, 30 Okt 2022 17:51 WIB","\-

Sejumlah kejadian aneh dipercaya menimpa masyarakat yang melanggar pantangan
mendengar nyanyian sinden di Dukuh Singomodo, Desa Kandangsapi, Kecamatan
Jenar, Kabupaten Sragen. Pantangan ini dipercaya berlaku terutama di kawasan
makam Syekh Nasher atau Eyang Singomodo.

Tokoh Masyarakat Desa Kandangsapi, Muhammad Samsul Qomarudin, mengatakan
masyarakat di kawasan makam Syekh Nasher takut memiliki TV maupun radio.

""Pernah ada kejadian ada warga memutar langgam Jawa. Dia tiba-tiba hilang,
sekaligus radionya. Itu kejadian pada tahun 1990-an,"" katanya kepada beberapa
waktu lalu.

  

Samsul mengatakan warga tersebut hingga saat ini belum kembali, meski sudah
dicari ke mana-mana. Bahkan, warga setempat tidak bisa menjelaskan bagaimana
orang tersebut beserta radionya hilang.

Kejadian terbaru, lanjut Samsul menimpa rombongan peziarah dari Purwodadi.
Rombongan yang tiba di Singomodo itu lalu naik ke atas ke makam Syekh Nasher
untuk berziarah.

Namun sang sopir menunggu di dalam mobil. Tanpa mengetahui adanya pantangan,
sopir itu memutar musik Jawa di dalam mobilnya sambil menunggu peziarah turun.

""Saat perjalanan pulang, empat ban mobil itu kempes semua. Untung saja tidak
sampai terjadi kecelakaan,"" ujarnya.

Selain memutar musik Jawa, pantangan mengenakan busana berwarna hijau daun
juga berlaku di areal makam.

Sesepuh Desa Kandangsapi, Sukarno (65), menambahkan kejadian aneh pernah
menimpa bakul jamu gendong yang tengah berjalan di areal makam. Bakul jamu itu
mengenakan selendang warga hijau untuk mengikat jamunya.

""Ada orang yang jualan jamu gendong, menggunakan selendang hijau lewat di
makam, itu jalannya diputar-putar di sekitar makam saja, dia nggak bisa
keluar. Baru bisa keluar saat bertemu warga,"" pungkasnya.

Adapun aturan saat berziarah ke Syekh Nasher yang tertulis di lokasi tersebut
yakni sebagai berikut:

  1. Tamu diminta wudhu terlebih dahulu
  2. Tamu dilarang memakai pakaian warna hijau daun
  3. Tamu dimohon mengisi buku tamu

  
  
  
[Gambas:Video 20detik]  

 ",www.detik.com
Desas-desus Penggunaan Narkoba di Pesta Halloween Maut Itaewon,"Minggu, 30 Okt 2022 15:03 WIB","\-

Penyebab tragedi maut pesta Halloween di Distrik Itaewon, Seoul, Korea
Selatan, hingga kini masih diselidiki. Namun demikian, muncul desas-desus
adanya dugaan penyalahgunaan narkoba dalam tragedi yang menewaskan ratusan
orang itu.

Pihak pemadam kebakaran awalnya menerima belasan laporan dari orang-orang di
daerah Itaewon tentang pasien yang kesulitan bernapas. Laporan pertama dibuat
sekitar pukul 22.15 waktu setempat, sebagaimana dilansir dari kantor berita
_Yonhap_ , Minggu (30/10/2022).

Tim penyelamat yang dikirim ke tempat kejadian telah memberikan bantuan
pernafasan pada puluhan korban di jalan terdekat.

  

Ada pula desas-desus soal kerumunan orang yang berbondong-bondong ke suatu
tempat untuk melihat seorang selebriti atau permen yang dicampur dengan
narkoba yang telah didistribusikan di klub.

Dilansir dari , banyak yang melihat peserta pesta Halloween juga menggunakan
narkoba. Saksi pun mengungkap dirinya melihat banyak barang bukti narkoba yang
diamankan polisi.

""Pertama-tama, ada orang yang menggunakan narkoba, dan mereka bentrok dengan
orang lain, yang menyebabkan cedera. Kantor polisi sangat ramai. Karena obat-
obatan, ada beberapa kecelakaan seperti sepatu hak tinggi tersangkut di paha
seseorang,"" ungkap Park Jung-hoon, warga yang saat itu ada di lokasi.

Rumor serupa juga diberitakan media lokal _Koreaboo._ Namun demikian, rumor
soal keterkaitan narkoba dan insiden ini masih belum terkonfirmasi.

Diberitakan sebelumnya, warga membanjiri distrik klub malam Itaewon pada Sabtu
(29/10/2022) malam untuk menikmati perayaan Halloween pertama di Korea Selatan
setelah pandemi COVID-19. Data terbaru menyebutkan, 151 orang dilaporkan
meninggal dunia usai tragedi ini.

Video yang beredar di media sosial menunjukkan orang-orang melakukan kompresi
pada pengunjung pesta lainnya yang tergeletak di tanah saat mereka menunggu
bantuan medis.

""Kami melihat adegan dari film... Seperti hal-hal yang terjadi selama perang,""
kata saksi Park Jung-Hoon (21) kepada Reuters.

""Mereka melakukan CPR di sana-sini dan orang-orang bergegas masuk karena tidak
ada yang dikendalikan. Itu benar-benar di luar kendali,"" lanjutnya.

Presiden Korea Selatan Yoon Suk Yeol langsung mengadakan pertemuan darurat
pada dini hari Minggu (30/10/2022) waktu setempat. Presiden mengeluarkan
pengumuman masa berkabung nasional sampai batas waktu yang tidak ditentukan.

  
  
  
[Gambas:Video 20detik]  

 ",www.detik.com
"30 Tragedi Kerumunan Paling Mematikan di Dunia, Terbaru Itaewon!","Minggu, 30 Okt 2022 17:00 WIB","\-

Tragedi malam Halloween di Itaewon, Korea Selatan menjadi tragedi besar yang
terjadi di akhir Oktober 2022. 151 orang dinyatakan meninggal dunia dalam
perayaan tersebut.

Kerumunan yang membuat orang berdesak-desakan hingga meninggal dunia, sudah
beberapa kali terjadi di lini masa dunia ini. Dikutip dari yang mengutip AP
News, berikut tragedi kerumunan yang paling mematikan di dunia.

  

11 orang tewas saat ribuan penggemar bergegas untuk menghadiri konser The Who
di Riverfront Coliseum di Cincinnati.

Sebuah stadion kayu berlantai empat runtuh pada adu banteng di Sincelejo,
Kolombia, menewaskan sekitar 200 penonton.

66 orang tewas saat penonton meninggalkan pertandingan Piala UEFA antara
Spartak Moscow dan Haarlem, dari Belanda, di Stadion Luzhniki, Moskow.

39 orang tewas dalam kekerasan penggemar di final Piala Eropa 1985 antara
Liverpool dan Juventus di Stadion Heysel, Brussels.

Badai es terjadi saat 30 ribu orang menonton pertandingan Nepal melawan
Bangladesh. Setidaknya ada 93 orang tewas dan 100 orang lainnya terluka saat
penggemar berusaha melarikan diri dari hujan es.

Musibah yang fatal itu terjadi pada pertandingan yang diadakan di Stadion
Hillsborough di Sheffield ketika kerumunan massa merangsek penggemar yang
memadati penghalang di tribun yang dialokasikan untuk pendukung Liverpool.

Banyak korban yang tewas saat berdiri dan lapangan sepakbola seketika menjadi
rumah sakit darurat. Dengan total 97 korban jiwa dan 766 cedera, tragedi
Hillsborough menjadi kasus terburuk dalam sejarah olahraga Inggris.

Sekitar 1.426 jemaah dilaporkan meninggal dunia akibat berdesak-desakan dan
saling injak di terowongan Haratul Lisan, Mina.

Momen menyedihkan itu diduga kuat terjadi karena jemaah, baik yang akan pergi
melempar jumrah maupun yang pulang, berebutan dari dua arah untuk memasuki
satu-satunya terowongan yang menghubungkan tempat jumrah dan Haratul Lisan.
Dalam kondisi minim oksigen dan panik, mereka saling injak.

Halaman 1  2  3

Selanjutnya __

 ",www.detik.com
"Avanza di Malang Tabrak Motor dan Mobil, Kabur Dikejar Massa-Tertangkap Polisi","Minggu, 30 Okt 2022 15:29 WIB","\-

Potongan video merekam sebuah mobil terguling dan dikerumuni massa viral di
media sosial. Belakangan video itu diketahui merupakan peristiwa penangkapan
pelaku tabrak lari.

Mobil Toyota Avanza yang terlihat di video awalnya menabrak pengendara motor
Honda CB di Jalan Raya Sengkaling, Dau, Kabupaten Malang, Sabtu (29/10), dini
hari.

Bukan malah berhenti, pengemudi Avanza justru kabur hingga dikejar warga,
sebelum kemudian tertangkap di kawasan Jalan Sukarno-Hatta, Kota Malang.

Kapolsek Lowokwaru AKP Anton Widodo membenarkan adanya kejadian yang videonya
viral tersebut. Anton menjelaskan, peristiwa terjadi pada Sabtu dini hari tadi
sekitar pukul 02.10 WIB.

![viral video tabrak lari di
malang](https://akcdn.detik.net.id/community/media/visual/2022/10/30/viral-
video-tabrak-lari-di-malang-1_169.jpeg?w=620)Motor yang ditabrak Avanza (Foto:
Tangkapan layar)  
  
---  
  
Ketika personel kepolisian sedang melakukan patroli antisipasi balap liar di
kawasan Sukarno-Hatta (Suhat). Saat itu, kata Anton, personel kepolisian
melihat mobil Avanza melaju kencang dari arah selatan ke utara. Bagian bawah
mobil itu mengeluarkan percikan api dari motor yang terseret di bagian kolong
mobil.

""Saat itu, anggota melakukan patroli antisipasi balapan liar di seputaran
Jalan Soekarno Hatta. Ketika anggota berhenti di depan Taman Krida Budaya
(TKB) Jawa Timur, anggota melihat ada mobil Toyota Avanza dari arah selatan ke
utara mengeluarkan percikan api,"" ujar Anton kepada wartawan.

""Saat diperhatikan, ternyata percikan api itu berasal dari sebuah sepeda motor
yang menyangkut di kolong mobil. Dan dari belakang mobil itu, sudah banyak
massa mengejar sambil teriak-teriak,"" sambung Anton.

Melihat itu, petugas kemudian mengikuti mobil Avanza bernopol N 1726 FI yang
tengah dikejar warga di belakangnya. Sesampai di Jalan Borobudur, lanjut
Anton, mobil tersebut akhirnya dapat dihentikan.

Massa yang sudah geram langsung mengerumuni dan menggulingkan bodi mobil di
atas jalan. Beruntung sebelum itu, petugas berhasil mengamankan pengemudi
mobil.

""Melihat kondisi massa seperti itu, anggota langsung bergerak cepat
mengamankan pengemudi,"" tambahnya.

![viral video tabrak lari di
malang](https://akcdn.detik.net.id/community/media/visual/2022/10/30/viral-
video-tabrak-lari-di-malang-2_169.jpeg?w=620)Sopir Avanza diduga mabuk (Foto:
Tangkapan layar)  
  
---  
  
Dari keterangan yang dihimpun, pengemudi mobil Avanza itu adalah Ahmad Faisal
(36), warga Sumbermanjing Wetan, Kabupaten Malang. Berdasarkan cerita dari
pengemudi, kata Anton, kecelakaan itu berawal saat Avanza melaju dari arah
Kota Batu menuju Malang.

Avanza kemudian menabrak motor Honda CB BA 6378 D yang dikendarai RF (22),
seorang mahasiswa asal Depok, Jawa Barat yang melaju di depannya. Disusul
kemudian menabrak motor Yamaha Lexy AD 3445 AYD dikendarai AY (22), juga warga
Depok, Jawa Barat, yang melaju di depannya.

Karena kecelakaan itu, kedua pengendara motor itu mengalami sejumlah luka. Ada
dugaan pengemudi Avanza dalam kondisi terpengaruh minuman beralkohol.

""Untuk pengemudi mobil, langsung kami serahkan ke Unit Gakkum Satlantas
Polresta Malang Kota. Dari informasi yang kami peroleh, mobil itu terlibat
tabrak lari dan untuk perkaranya telah ditangani Unit Gakkum Satlantas
Polresta Malang Kota,"" tegas Anton.

Kanit Gakkum Satlantas Polresta Malang Kota Iptu Saiful Ilmi mengungkapkan
bahwa Avanza sebelumnya terlibat tabrak lari di wilayah hukum Polres Batu,
dengan begitu penanganan kasus laka lantas ini dilimpahkan ke Polres Batu.

""Untuk TKP tabrak larinya terjadi di wilayah Kota Batu, tepatnya terjadi di
Jalan Ir Soekarno Kecamatan Junrejo sebelum gapura batas kota Kecamatan Dau.
Sehingga, perkara ini kami limpahkan ke Polres Batu,"" ujar Saiful terpisah.

  
  
  
[Gambas:Video 20detik]  

 ",www.detik.com
